id,entry_time,judge_time,signal,actual_direction,entry_close,result_close,price_diff,up_prob,down_prob,confidence,delay_minutes,result
20260630_1600,2026-06-30T16:00:00+09:00,2026-06-30T17:00:00+09:00,SKIP,HIGH,162.1909942626953,162.28599548339844,0.095001,0.301661,0.698339,0.698339,8,NO_TRADE
20260630_1700,2026-06-30T17:00:00+09:00,2026-06-30T18:00:00+09:00,LOW,HIGH,162.28599548339844,162.32699584960938,0.041,0.142112,0.857888,0.857888,10,LOSE
20260630_1800,2026-06-30T18:00:00+09:00,2026-06-30T19:00:00+09:00,SKIP,FLAT,162.32699584960938,162.32699584960938,0.0,0.554227,0.445773,0.554227,3,NO_TRADE
20260630_1900,2026-06-30T19:00:00+09:00,2026-06-30T20:00:00+09:00,SKIP,LOW,162.32699584960938,162.3260040283203,-0.000992,0.485053,0.514947,0.514947,13,NO_TRADE
20260630_2000,2026-06-30T20:00:00+09:00,2026-06-30T21:00:00+09:00,SKIP,HIGH,162.3260040283203,162.4239959716797,0.097992,0.535356,0.464644,0.535356,3,NO_TRADE
20260630_2100,2026-06-30T21:00:00+09:00,2026-06-30T22:00:00+09:00,LOW,LOW,162.4239959716797,162.33799743652344,-0.085999,0.183508,0.816492,0.816492,5,WIN
20260630_2200,2026-06-30T22:00:00+09:00,2026-06-30T23:00:00+09:00,SKIP,HIGH,162.33799743652344,162.4409942626953,0.102997,0.311709,0.688291,0.688291,29,NO_TRADE
20260630_2300,2026-06-30T23:00:00+09:00,2026-07-01T00:00:00+09:00,HIGH,HIGH,162.4409942626953,162.51800537109375,0.077011,0.782703,0.217297,0.782703,15,WIN
20260701_0000,2026-07-01T00:00:00+09:00,2026-07-01T01:00:00+09:00,SKIP,HIGH,162.51800537109375,162.6280059814453,0.110001,0.471709,0.528291,0.528291,3,NO_TRADE
20260701_0100,2026-07-01T01:00:00+09:00,2026-07-01T02:00:00+09:00,LOW,HIGH,162.6280059814453,162.62899780273438,0.000992,0.147177,0.852823,0.852823,1,LOSE
20260701_0200,2026-07-01T02:00:00+09:00,2026-07-01T03:00:00+09:00,LOW,LOW,162.62899780273438,162.5850067138672,-0.043991,0.156228,0.843772,0.843772,6,WIN
20260701_0300,2026-07-01T03:00:00+09:00,2026-07-01T04:00:00+09:00,HIGH,LOW,162.5850067138672,162.572998046875,-0.012009,0.733119,0.266881,0.733119,21,LOSE
20260701_0700,2026-07-01T07:00:00+09:00,2026-07-01T08:00:00+09:00,LOW,HIGH,162.60800170898438,162.61700439453125,0.009003,0.204236,0.795764,0.795764,57,LOSE
20260701_0800,2026-07-01T08:00:00+09:00,2026-07-01T09:00:00+09:00,LOW,HIGH,162.61700439453125,162.68099975585938,0.063995,0.154427,0.845573,0.845573,53,LOSE
20260701_1200,2026-07-01T12:00:00+09:00,2026-07-01T13:00:00+09:00,SKIP,LOW,162.8280029296875,162.72799682617188,-0.100006,0.357804,0.642196,0.642196,40,NO_TRADE
20260701_1900,2026-07-01T19:00:00+09:00,2026-07-01T20:00:00+09:00,SKIP,LOW,162.7010040283203,162.69000244140625,-0.011002,0.313373,0.686627,0.686627,58,NO_TRADE
